flight_id,tanggal,latitude,longitude,heading,altitude,aircraft_code,registration,time,callsign,airline_icao
9631,10/4/2022,0.456,101.4444,2,275,A320,PK-LAT,1664878426,BTK6848,BTK
9632,10/4/2022,0.4607,101.4445,2,0,A320,PK-LAT,1664878437,BTK6848,BTK
5910,10/1/2022,0.4475,101.4442,1,200,B738,PK-LBS,1664582530,BTK6856,BTK
5911,10/1/2022,0.4537,101.4443,2,0,B738,PK-LBS,1664582538,BTK6856,BTK
6213,10/1/2022,0.4511,101.4443,1,175,B738,PK-LBS,1664599951,BTK6852,BTK
6214,10/1/2022,0.4535,101.4443,1,0,B738,PK-LBS,1664599955,BTK6852,BTK
6659,10/1/2022,0.4478,101.4442,1,300,B738,PK-LBS,1664618220,BTK6848,BTK
6660,10/1/2022,0.4517,101.4443,2,0,B738,PK-LBS,1664618226,BTK6848,BTK
3994,9/29/2022,0.4505,101.4442,1,325,B738,PK-LDH,1664437379,BTK6854,BTK
3995,9/29/2022,0.4548,101.4443,2,0,B738,PK-LDH,1664437385,BTK6854,BTK
2898,9/28/2022,0.4516,101.4443,1,325,B738,PK-LDI,1664359014,BTK6848,BTK
2899,9/28/2022,0.4546,101.4444,2,0,B738,PK-LDI,1664359018,BTK6848,BTK
4345,9/29/2022,0.468,101.4447,181,325,B738,PK-LDP,1664447016,BTK6848,BTK
4346,9/29/2022,0.4641,101.4446,182,0,B738,PK-LDP,1664447022,BTK6848,BTK
4534,9/29/2022,0.4502,101.4442,1,250,B739,PK-LFG,1664456461,LNI5388,LNI
4535,9/29/2022,0.4561,101.4444,2,0,B739,PK-LFG,1664456469,LNI5388,LNI
9921,10/4/2022,0.4681,101.4447,181,225,B739,PK-LFL,1664888878,LNI5388,LNI
9922,10/4/2022,0.4642,101.4446,182,0,B739,PK-LFL,1664888884,LNI5388,LNI
6854,10/1/2022,0.4496,101.4442,1,250,B739,PK-LFW,1664623579,LNI394,LNI
6855,10/1/2022,0.4538,101.4443,2,0,B739,PK-LFW,1664623586,LNI394,LNI
8532,10/3/2022,0.45,101.4442,1,300,B739,PK-LFW,1664793823,LNI394,LNI
8533,10/3/2022,0.4555,101.4444,2,0,B739,PK-LFW,1664793832,LNI394,LNI
3121,9/28/2022,0.4473,101.4442,1,325,B739,PK-LFY,1664368942,LNI5388,LNI
3122,9/28/2022,0.4534,101.4443,2,0,B739,PK-LFY,1664368950,LNI5388,LNI
4127,9/29/2022,0.4688,101.4447,182,325,B739,PK-LFY,1664444646,LNI276,LNI
4128,9/29/2022,0.464,101.4446,180,0,B739,PK-LFY,1664444654,LNI276,LNI
8474,10/3/2022,0.4478,101.4441,1,325,B739,PK-LGK,1664793418,LNI140,LNI
8475,10/3/2022,0.452,101.4443,2,0,B739,PK-LGK,1664793424,LNI140,LNI
8913,10/4/2022,0.4516,101.4443,1,150,B739,PK-LGP,1664848872,LNI239,LNI
8914,10/4/2022,0.4549,101.4443,2,0,B739,PK-LGP,1664848877,LNI239,LNI
12,9/26/2022,0.47,101.4447,181,325,B739,PK-LGR,1664184879,LNI276,LNI
13,9/26/2022,0.4661,101.4446,180,0,B739,PK-LGR,1664184885,LNI276,LNI
2982,9/28/2022,0.4495,101.4442,1,300,B739,PK-LGV,1664364794,LNI292,LNI
2983,9/28/2022,0.453,101.4443,2,0,B739,PK-LGV,1664364799,LNI292,LNI
2784,9/28/2022,0.4471,101.4441,1,375,B739,PK-LHI,1664357785,LNI276,LNI
2785,9/28/2022,0.4531,101.4443,2,0,B739,PK-LHI,1664357794,LNI276,LNI
8085,10/3/2022,0.4477,101.4442,1,350,B739,PK-LHL,1664790030,LNI276,LNI
8086,10/3/2022,0.4535,101.4443,2,0,B739,PK-LHL,1664790038,LNI276,LNI
9768,10/4/2022,0.4497,101.4442,1,300,B739,PK-LHL,1664879465,LNI276,LNI
9769,10/4/2022,0.453,101.4443,2,0,B739,PK-LHL,1664879470,LNI276,LNI
131,9/26/2022,0.4515,101.4442,1,275,B739,PK-LHQ,1664187697,LNI140,LNI
132,9/26/2022,0.4571,101.4444,2,0,B739,PK-LHQ,1664187705,LNI140,LNI
10245,10/5/2022,0.4509,101.4442,1,125,B739,PK-LHS,1664935196,LNI239,LNI
10246,10/5/2022,0.4548,101.4443,2,0,B739,PK-LHS,1664935201,LNI239,LNI
5779,9/30/2022,0.4705,101.4448,181,275,B739,PK-LQR,1664538084,LNI292,LNI
5781,9/30/2022,0.4647,101.4446,182,0,B739,PK-LQR,1664538093,LNI292,LNI
987,9/27/2022,0.4669,101.4447,181,200,B739,PK-LSO,1664250185,LNI239,LNI
988,9/27/2022,0.4636,101.4446,182,0,B739,PK-LSO,1664250190,LNI239,LNI
1892,9/28/2022,0.4693,101.4448,181,225,B739,PK-LSO,1664328737,LNI239,LNI
1893,9/28/2022,0.4652,101.4446,182,0,B739,PK-LSO,1664328743,LNI239,LNI
3279,9/29/2022,0.4526,101.4443,1,200,B739,PK-LSO,1664414941,LNI239,LNI
3280,9/29/2022,0.4556,101.4444,2,0,B739,PK-LSO,1664414945,LNI239,LNI
449,9/26/2022,0.4555,101.4444,2,225,A320,PK-LUJ,1664196177,BTK6850,BTK
450,9/26/2022,0.4588,101.4445,2,0,A320,PK-LUJ,1664196185,BTK6850,BTK
3057,9/28/2022,0.4561,101.4444,1,250,A320,PK-LUK,1664368661,BTK6850,BTK
3058,9/28/2022,0.4605,101.4445,1,0,A320,PK-LUK,1664368670,BTK6850,BTK
10048,10/4/2022,0.4547,101.4443,1,150,A320,PK-LUQ,1664891416,BTK7065,BTK
10049,10/4/2022,0.457,101.4444,1,0,A320,PK-LUQ,1664891421,BTK7065,BTK
1963,9/28/2022,0.4599,101.4445,181,225,A320,PK-LUR,1664329629,BTK8856,BTK
1964,9/28/2022,0.4563,101.4444,182,0,A320,PK-LUR,1664329639,BTK8856,BTK
3369,9/29/2022,0.4571,101.4444,1,200,A320,PK-LUR,1664415401,BTK8856,BTK
3370,9/29/2022,0.4589,101.4445,1,0,A320,PK-LUR,1664415405,BTK8856,BTK
5007,9/30/2022,0.4559,101.4444,2,200,A320,PK-LUR,1664514300,BTK6852,BTK
5008,9/30/2022,0.4587,101.4445,1,0,A320,PK-LUR,1664514306,BTK6852,BTK
9271,10/4/2022,0.4563,101.4444,1,300,A320,PK-LUW,1664869528,BTK6852,BTK
9272,10/4/2022,0.4602,101.4445,1,0,A320,PK-LUW,1664869536,BTK6852,BTK
7537,10/3/2022,0.4557,101.4444,1,225,A320,PK-LUY,1664773490,BTK6852,BTK
7538,10/3/2022,0.4574,101.4444,2,0,A320,PK-LUY,1664773494,BTK6852,BTK
8866,10/4/2022,0.4573,101.4444,1,150,A320,PK-LUY,1664847099,BTK8856,BTK
8868,10/4/2022,0.4613,101.4445,2,0,A320,PK-LUY,1664847108,BTK8856,BTK
1482,9/27/2022,0.4689,101.4447,181,350,B738,PK-LZM,1664266481,BTK6854,BTK
1483,9/27/2022,0.4648,101.4446,180,0,B738,PK-LZM,1664266486,BTK6854,BTK
3643,9/29/2022,0.4699,101.4448,181,300,B738,PK-LZM,1664427222,BTK6852,BTK
3644,9/29/2022,0.4629,101.4446,182,0,B738,PK-LZM,1664427233,BTK6852,BTK
9377,10/4/2022,0.4457,101.4441,1,400,B738,PK-LZM,1664871306,BTK6854,BTK
9379,10/4/2022,0.4528,101.4443,2,0,B738,PK-LZM,1664871317,BTK6854,BTK
2595,9/28/2022,0.4532,101.4443,1,300,B738,PK-LZY,1664351254,BTK6854,BTK
2596,9/28/2022,0.4561,101.4444,2,0,B738,PK-LZY,1664351259,BTK6854,BTK
7886,10/3/2022,0.4504,101.4442,1,325,B738,PK-LZY,1664784468,BTK6854,BTK
7887,10/3/2022,0.4542,101.4443,1,0,B738,PK-LZY,1664784474,BTK6854,BTK
1133,9/27/2022,0.4691,101.4447,181,250,B738,PK-LZZ,1664255111,BTK6852,BTK
1134,9/27/2022,0.4622,101.4445,182,0,B738,PK-LZZ,1664255122,BTK6852,BTK
6497,10/1/2022,0.4499,101.4442,1,275,B738,PK-LZZ,1664610861,BTK6854,BTK
6498,10/1/2022,0.4529,101.4443,2,0,B738,PK-LZZ,1664610865,BTK6854,BTK
827,9/27/2022,0.4712,101.4448,181,225,A320,PK-SAC,1664245873,SJV910,SJV
828,9/27/2022,0.4664,101.4446,182,0,A320,PK-SAC,1664245881,SJV910,SJV
5215,9/30/2022,0.4701,101.4448,181,300,A320,PK-SAC,1664522010,SJV912,SJV
5216,9/30/2022,0.4656,101.4446,180,0,A320,PK-SAC,1664522017,SJV912,SJV
5555,9/30/2022,0.4477,101.4442,1,300,A320,PK-SAC,1664533510,SJV837,SJV
5556,9/30/2022,0.4528,101.4443,2,0,A320,PK-SAC,1664533517,SJV837,SJV
6004,10/1/2022,0.4515,101.4442,1,150,A320,PK-SAC,1664584270,SJV910,SJV
6005,10/1/2022,0.4545,101.4443,2,0,A320,PK-SAC,1664584275,SJV910,SJV
2708,9/28/2022,0.4465,101.4441,1,375,A320,PK-SAE,1664355967,SJV866,SJV
2709,9/28/2022,0.4511,101.4442,2,0,A320,PK-SAE,1664355973,SJV866,SJV
9430,10/4/2022,0.4559,101.4444,1,325,A320,PK-SAK,1664872679,SJV866,SJV
9432,10/4/2022,0.4585,101.4445,1,0,A320,PK-SAK,1664872685,SJV866,SJV
2189,9/28/2022,0.4616,101.4445,181,275,A320,PK-SAP,1664342466,SJV864,SJV
2190,9/28/2022,0.4574,101.4444,182,0,A320,PK-SAP,1664342474,SJV864,SJV
3235,9/29/2022,0.4564,101.4444,1,225,A320,PK-SAP,1664412142,SJV910,SJV
3236,9/29/2022,0.4597,101.4445,2,0,A320,PK-SAP,1664412149,SJV910,SJV
4690,9/30/2022,0.4556,101.4444,1,150,A320,PK-SAP,1664497733,SJV910,SJV
4691,9/30/2022,0.4583,101.4444,2,0,A320,PK-SAP,1664497738,SJV910,SJV
6569,10/1/2022,0.456,101.4444,1,300,A320,PK-SAP,1664615421,SJV866,SJV
6570,10/1/2022,0.4584,101.4445,1,0,A320,PK-SAP,1664615426,SJV866,SJV
6933,10/2/2022,0.4552,101.4443,1,150,A320,PK-SAP,1664670497,SJV910,SJV
6934,10/2/2022,0.4578,101.4444,2,0,A320,PK-SAP,1664670503,SJV910,SJV
8009,10/3/2022,0.4585,101.4444,1,325,A320,PK-SAP,1664787159,SJV866,SJV
8010,10/3/2022,0.4604,101.4445,1,0,A320,PK-SAP,1664787163,SJV866,SJV
6726,10/1/2022,0.4476,101.4442,1,275,A320,PK-SAT,1664619572,SJV837,SJV
6727,10/1/2022,0.4544,101.4444,2,0,A320,PK-SAT,1664619582,SJV837,SJV
7746,10/3/2022,0.4532,101.4443,1,275,A320,PK-SAT,1664780489,SJV912,SJV
7747,10/3/2022,0.4567,101.4444,1,0,A320,PK-SAT,1664780495,SJV912,SJV
8223,10/3/2022,0.4498,101.4442,1,300,A320,PK-SAT,1664792257,SJV837,SJV
8225,10/3/2022,0.4537,101.4443,2,0,A320,PK-SAT,1664792263,SJV837,SJV
5391,9/30/2022,0.4492,101.4442,1,275,A320,PK-SAU,1664527767,SJV866,SJV
5392,9/30/2022,0.4546,101.4443,2,0,A320,PK-SAU,1664527777,SJV866,SJV
2393,9/28/2022,0.4647,101.4446,181,350,A320,PK-SAV,1664348202,SJV912,SJV
2394,9/28/2022,0.4628,101.4446,182,0,A320,PK-SAV,1664348206,SJV912,SJV
3896,9/29/2022,0.4613,101.4445,181,325,A320,PK-SAV,1664435489,SJV912,SJV
3897,9/29/2022,0.4572,101.4444,180,0,A320,PK-SAV,1664435498,SJV912,SJV
4239,9/29/2022,0.4633,101.4446,181,325,A320,PK-SAV,1664446484,SJV837,SJV
4240,9/29/2022,0.4591,101.4445,180,0,A320,PK-SAV,1664446493,SJV837,SJV
7244,10/3/2022,0.4616,101.4445,181,200,A320,PK-SAW,1664758119,SJV910,SJV
7245,10/3/2022,0.4598,101.4445,180,0,A320,PK-SAW,1664758123,SJV910,SJV
8679,10/4/2022,0.4556,101.4444,1,150,A320,PK-SAW,1664845356,SJV910,SJV
8680,10/4/2022,0.4576,101.4444,3,0,A320,PK-SAW,1664845361,SJV910,SJV
7605,10/3/2022,0.4557,101.4444,1,225,A320,PK-SGD,1664773854,SJV864,SJV
7606,10/3/2022,0.4577,101.4444,2,0,A320,PK-SGD,1664773858,SJV864,SJV
1392,9/27/2022,0.4614,101.4445,182,300,A320,PK-SJF,1664262204,SJV912,SJV
1393,9/27/2022,0.4588,101.4445,180,0,A320,PK-SJF,1664262210,SJV912,SJV
1675,9/28/2022,0.4666,101.4447,181,225,A320,PK-SJF,1664325227,SJV910,SJV
1676,9/28/2022,0.46,101.4445,182,0,A320,PK-SJF,1664325238,SJV910,SJV
9163,10/4/2022,0.4487,101.4442,1,325,A320,PK-SJG,1664867288,SJV912,SJV
9164,10/4/2022,0.4537,101.4443,2,0,A320,PK-SJG,1664867296,SJV912,SJV
9696,10/4/2022,0.4476,101.4442,1,350,A320,PK-SJG,1664878732,SJV837,SJV
9697,10/4/2022,0.4537,101.4443,2,0,A320,PK-SJG,1664878741,SJV837,SJV
204,9/26/2022,0.4566,101.4444,2,275,A320,PK-SJU,1664188148,SJV837,SJV
205,9/26/2022,0.4584,101.4445,2,0,A320,PK-SJU,1664188153,SJV837,SJV
1289,9/27/2022,0.4624,101.4445,181,250,A320,PK-SJU,1664258720,SJV864,SJV
1290,9/27/2022,0.4599,101.4445,180,0,A320,PK-SJU,1664258725,SJV864,SJV
5068,9/30/2022,0.4546,101.4443,1,225,A320,PK-SJU,1664515052,SJV864,SJV
5069,9/30/2022,0.4568,101.4444,2,0,A320,PK-SJU,1664515057,SJV864,SJV
6291,10/1/2022,0.4573,101.4444,1,175,A320,PK-SJZ,1664600678,SJV864,SJV
6292,10/1/2022,0.4608,101.4445,1,0,A320,PK-SJZ,1664600687,SJV864,SJV
3727,9/29/2022,0.4726,101.4448,181,375,A320,PK-STZ,1664430484,SJV864,SJV
3728,9/29/2022,0.4666,101.4447,182,0,A320,PK-STZ,1664430492,SJV864,SJV
7966,10/3/2022,0.4539,101.4443,4,325,AT75,PK-WFO,1664784889,WON2231,WON
7967,10/3/2022,0.4556,101.4443,2,0,AT75,PK-WFO,1664784893,WON2231,WON
9315,10/4/2022,0.4503,101.4442,1,350,AT75,PK-WFO,1664871049,WON2231,WON
9316,10/4/2022,0.4544,101.4443,4,0,AT75,PK-WFO,1664871057,WON2231,WON
2666,9/28/2022,0.4514,101.4443,1,325,AT76,PK-WGH,1664354555,WON2231,WON
2667,9/28/2022,0.4535,101.4443,2,0,AT76,PK-WGH,1664354559,WON2231,WON
4064,9/29/2022,0.4651,101.4446,181,325,AT76,PK-WGJ,1664440640,WON2231,WON
4065,9/29/2022,0.4624,101.4446,182,0,AT76,PK-WGJ,1664440646,WON2231,WON
10202,10/5/2022,0.4531,101.4443,1,125,AT76,PK-WHI,1664933568,WON1231,WON
10203,10/5/2022,0.4556,101.4444,2,0,AT76,PK-WHI,1664933573,WON1231,WON
5691,9/30/2022,0.4663,101.4447,181,225,AT76,PK-WHZ,1664537703,WON1243,WON
5692,9/30/2022,0.4628,101.4446,180,0,AT76,PK-WHZ,1664537713,WON1243,WON
9527,10/4/2022,0.4517,101.4443,1,325,AT76,PK-WHZ,1664875847,WON1243,WON
9528,10/4/2022,0.456,101.4444,2,0,AT76,PK-WHZ,1664875856,WON1243,WON
344,9/26/2022,0.4517,101.4443,1,275,AT76,PK-WJP,1664193191,WON1243,WON
345,9/26/2022,0.4546,101.4444,2,0,AT76,PK-WJP,1664193197,WON1243,WON
